ID,RUT,Razon Social,Fecha de actuacion (1era firma),Fecha de registro (ultima firma),Fecha de aprobacion x SII,Anio,Mes,Comuna Tributaria,Region Tributaria,Codigo de sociedad,Tipo de actuacion,Capital,Comuna Social,Region Social
3650082,77511049-K,Mentes Brillantes Spa,16-01-2022,16-01-2022,16-01-2022,2022,Enero,LA CRUZ,5,SpA,CONSTITUCIÓN,100000,LA CRUZ,5
3647462,77511609-9,SAN GRANO SPA,17-01-2022,17-01-2022,17-01-2022,2022,Enero,LAS CONDES,13,SpA,CONSTITUCIÓN,2000000,LAS CONDES,13
3623600,77511277-8,Tribu Arte SpA,17-01-2022,17-01-2022,17-01-2022,2022,Enero,SANTIAGO,13,SpA,CONSTITUCIÓN,1500000,SANTIAGO,13
3651249,77511387-1,GANADERA LA CABAÑA SPA,17-01-2022,17-01-2022,17-01-2022,2022,Enero,MELIPILLA,13,SpA,CONSTITUCIÓN,36000000,MELIPILLA,13
3639556,77511984-5,DESARROLLO SPA,18-01-2022,18-01-2022,18-01-2022,2022,Enero,VILLA ALEMANA,5,SpA,CONSTITUCIÓN,10000000,VILLA ALEMANA,5
3652860,77511715-K,Transportes Rodrigo Álvarez E.I.R.L.,18-01-2022,18-01-2022,18-01-2022,2022,Enero,PIRQUE,13,EIRL,CONSTITUCIÓN,500000,PIRQUE,13
3645489,77512185-8,LORENA MACÍAS ESTUDIO DE BELLEZA Y FORMACIÓN  SPA,18-01-2022,18-01-2022,18-01-2022,2022,Enero,PROVIDENCIA,13,SpA,CONSTITUCIÓN,1000000,PROVIDENCIA,13
3651587,77512177-7,Importadora e Inversiones VIPO SpA,18-01-2022,18-01-2022,18-01-2022,2022,Enero,PROVIDENCIA,13,SpA,CONSTITUCIÓN,1000000,PROVIDENCIA,13
3657010,77512704-K,Francisco y Sergio Limitada,19-01-2022,19-01-2022,19-01-2022,2022,Enero,LINARES,7,SRL,CONSTITUCIÓN,4500000,LINARES,7
3641041,77512698-1,Ritmo Gitano SpA,19-01-2022,19-01-2022,19-01-2022,2022,Enero,PUERTO MONTT,10,SpA,CONSTITUCIÓN,500000,PUERTO MONTT,10
3636947,77512879-8,Sociedad comercial BOGADOR Limitada,16-01-2022,19-01-2022,19-01-2022,2022,Enero,VALDIVIA,14,SRL,CONSTITUCIÓN,6000000,VALDIVIA,14
3645179,77512632-9,SOCIEDAD DE SERVICIOS DE MAQUINARIAS E INVERSIONES MULCHEY QUEZADA LIMITADA,19-01-2022,19-01-2022,19-01-2022,2022,Enero,NUEVA IMPERIAL,9,SRL,CONSTITUCIÓN,15000000,NUEVA IMPERIAL,9
3653412,77512513-6,Inversiones Atenas SpA,19-01-2022,19-01-2022,19-01-2022,2022,Enero,LITUECHE,6,SpA,CONSTITUCIÓN,4000000,LITUECHE,6
3657460,77512969-7,CONSTRULIMP SPA,20-01-2022,20-01-2022,20-01-2022,2022,Enero,LA CALERA,5,SpA,CONSTITUCIÓN,5000000,LA CALERA,5
3648655,77512989-1,NC BROWS SPA,20-01-2022,20-01-2022,20-01-2022,2022,Enero,VIÑA DEL MAR,5,SpA,CONSTITUCIÓN,20000000,VIÑA DEL MAR,5
3654544,77514076-3,Reinas CR SpA,21-01-2022,21-01-2022,21-01-2022,2022,Enero,LAS CONDES,13,SpA,CONSTITUCIÓN,1500000,LAS CONDES,13
3654004,77514221-9,ARANCIBIA Y MALDONADO LIMITADA,21-01-2022,21-01-2022,21-01-2022,2022,Enero,VALPARAISO,5,SRL,CONSTITUCIÓN,5000000,VALPARAISO,5
3652438,77514058-5,Comercial HOPE SpA,21-01-2022,21-01-2022,21-01-2022,2022,Enero,RECOLETA,13,SpA,CONSTITUCIÓN,6000000,RECOLETA,13
3636725,77514495-5,i-D Pro Solutions SpA,21-01-2022,21-01-2022,21-01-2022,2022,Enero,ÑUÑOA,13,SpA,CONSTITUCIÓN,3000000,ÑUÑOA,13
3662212,77514682-6,Enaserv Spa,22-01-2022,22-01-2022,22-01-2022,2022,Enero,LAS CONDES,13,SpA,CONSTITUCIÓN,1000000,LAS CONDES,13
3663082,77514807-1,Ojema SpA,23-01-2022,23-01-2022,23-01-2022,2022,Enero,PUERTO MONTT,10,SpA,CONSTITUCIÓN,5000000,PUERTO MONTT,10
3662469,77514732-6,Transportes Grossling SpA,23-01-2022,23-01-2022,23-01-2022,2022,Enero,COQUIMBO,4,SpA,CONSTITUCIÓN,1000000,COQUIMBO,4
3650231,77515083-1,Muebleria del hogar dobleM&Z SPA,24-01-2022,24-01-2022,24-01-2022,2022,Enero,NUEVA IMPERIAL,9,SpA,CONSTITUCIÓN,1000000,NUEVA IMPERIAL,9
3627220,77515599-K,AERA SERVICIOS & SOLUCIONES SpA,25-01-2022,25-01-2022,25-01-2022,2022,Enero,PROVIDENCIA,13,SpA,CONSTITUCIÓN,1000000,PROVIDENCIA,13
3665514,77516086-1,H & S Soluciones contables limitada,25-01-2022,25-01-2022,25-01-2022,2022,Enero,HUALPEN,8,SRL,CONSTITUCIÓN,200000,HUALPEN,8
3652467,77515636-8,ESTUDIO TERRITORIO SUR SpA,25-01-2022,25-01-2022,25-01-2022,2022,Enero,DALCAHUE,10,SpA,CONSTITUCIÓN,5000000,DALCAHUE,10
3665308,77515892-1,Limpieza Andres Castaño Hinestroza E.I.R.L.,25-01-2022,25-01-2022,25-01-2022,2022,Enero,MACHALI,6,EIRL,CONSTITUCIÓN,1000000,MACHALI,6
3667409,77516114-0,Comercial Yed SpA,25-01-2022,25-01-2022,25-01-2022,2022,Enero,SAN MIGUEL,13,SpA,CONSTITUCIÓN,1500000,SAN MIGUEL,13
3669287,77516687-8,TRANSPORTE VERSAL LIMITADA,26-01-2022,26-01-2022,26-01-2022,2022,Enero,SAN FERNANDO,6,SRL,CONSTITUCIÓN,2000000,SAN FERNANDO,6
3662210,77516281-3,Inversiones nacionales sur oriente SPA,26-01-2022,26-01-2022,26-01-2022,2022,Enero,LA FLORIDA,13,SpA,CONSTITUCIÓN,3000000,LA FLORIDA,13
3667966,77516738-6,Comercial María Fernanda Tello Gutiérrez E.I.R.L.,26-01-2022,26-01-2022,26-01-2022,2022,Enero,SANTA CRUZ,6,EIRL,CONSTITUCIÓN,1000000,SANTA CRUZ,6
3657230,77516653-3,IMPORTADORA Y COMERCIALIZADORA STG SpA,26-01-2022,26-01-2022,26-01-2022,2022,Enero,HUECHURABA,13,SpA,CONSTITUCIÓN,10000000,HUECHURABA,13
3668119,77516624-K,Las Cuestas spa,26-01-2022,26-01-2022,26-01-2022,2022,Enero,SANTIAGO,13,SpA,CONSTITUCIÓN,20000000,SANTIAGO,13
3667746,77516562-6,SOCIEDAD DE PROFESIONALES B ,L Y M LIMITADA,26-01-2022,26-01-2022,26-01-2022,2022,Enero,VALPARAISO,5,SRL,CONSTITUCIÓN,5000000,VALPARAISO,5
3669472,77517548-6,GLOBAL BUSSINNES SPA,27-01-2022,27-01-2022,27-01-2022,2022,Enero,LAS CONDES,13,SpA,CONSTITUCIÓN,10000000,LAS CONDES,13
3669233,77516947-8,Mundo Inversiones SpA,27-01-2022,27-01-2022,27-01-2022,2022,Enero,PUERTO MONTT,10,SpA,CONSTITUCIÓN,15000000,PUERTO MONTT,10
3667195,77517721-7,SERMACOL SPA,27-01-2022,27-01-2022,27-01-2022,2022,Enero,AYSEN,11,SpA,CONSTITUCIÓN,2000000,AYSEN,11
3660898,77516821-8,Comercializadora SRG SpA,27-01-2022,27-01-2022,27-01-2022,2022,Enero,SANTIAGO,13,SpA,CONSTITUCIÓN,5000000,SANTIAGO,13
3658690,77516836-6,PASTELERIA Y EVENTOS OMA SpA,27-01-2022,27-01-2022,27-01-2022,2022,Enero,TALAGANTE,13,SpA,CONSTITUCIÓN,4000000,TALAGANTE,13
3670439,77517668-7,NEUMATICOS Y LUBRICANTES TALCAR  SpA,27-01-2022,27-01-2022,27-01-2022,2022,Enero,TALCA,7,SpA,CONSTITUCIÓN,4000000,TALCA,7
3670279,77517909-0,MILI BOUTIQUE SPA,27-01-2022,27-01-2022,27-01-2022,2022,Enero,EST CENTRAL,13,SpA,CONSTITUCIÓN,2000000,EST CENTRAL,13
3671139,77518101-K,Compraventa de autos y repuestos B&A Spa,28-01-2022,28-01-2022,28-01-2022,2022,Enero,CONCHALI,13,SpA,CONSTITUCIÓN,10000000,CONCHALI,13
3667692,77518001-3,Fernandez y Fernandez Limitada,28-01-2022,28-01-2022,28-01-2022,2022,Enero,SANTIAGO,13,SRL,CONSTITUCIÓN,5000000,SANTIAGO,13
3669655,77518209-1,MINIMARKET EL EMPORIO DE LUCHIN SpA,28-01-2022,28-01-2022,28-01-2022,2022,Enero,AYSEN,11,SpA,CONSTITUCIÓN,300000,AYSEN,11
3671961,77518122-2,Alo Remisse Chile SPA,28-01-2022,28-01-2022,28-01-2022,2022,Enero,RECOLETA,13,SpA,CONSTITUCIÓN,600000,RECOLETA,13
3675424,77519286-0,Comercializadora Francesca Pérez Abarca Empresa Individual de Responsabilidad Limitada,31-01-2022,31-01-2022,31-01-2022,2022,Enero,LAS CONDES,13,EIRL,CONSTITUCIÓN,500000,LAS CONDES,13
3673948,77518964-9,FAMPAST BUSINESS CONSULTING LIMITADA,31-01-2022,31-01-2022,31-01-2022,2022,Enero,PUERTO MONTT,10,SRL,CONSTITUCIÓN,2000000,PUERTO MONTT,10
3672744,77519284-4,Cervecería del Brujo SpA,31-01-2022,31-01-2022,31-01-2022,2022,Enero,LIMACHE,5,SpA,CONSTITUCIÓN,1000000,LIMACHE,5
3675772,77519127-9,Flores Ojeda SpA,31-01-2022,31-01-2022,31-01-2022,2022,Enero,VIÑA DEL MAR,5,SpA,CONSTITUCIÓN,500000,VIÑA DEL MAR,5
3675548,77519086-8,Desarrollo y Construcción PRITZKE SpA,31-01-2022,31-01-2022,31-01-2022,2022,Enero,ÑUÑOA,13,SpA,CONSTITUCIÓN,10000,ÑUÑOA,13
3617816,77519711-0,GEOTANK CHILE SpA,28-01-2022,01-02-2022,01-02-2022,2022,Febrero,SAN ANTONIO,5,SpA,CONSTITUCIÓN,6000000,SAN ANTONIO,5
3670291,77519388-3,Minimarket y Provisiones  Mario Daniel Herrera Gacitua E.I.R.L.,01-02-2022,01-02-2022,01-02-2022,2022,Febrero,LOS ANGELES,8,EIRL,CONSTITUCIÓN,5000000,LOS ANGELES,8
3671718,77519389-1,Inversiones JAS SpA,01-02-2022,01-02-2022,01-02-2022,2022,Febrero,QUILLOTA,5,SpA,CONSTITUCIÓN,10000000,QUILLOTA,5
3677225,77520401-K,BARQUITO PRODUCCIONES SPA,02-02-2022,02-02-2022,02-02-2022,2022,Febrero,PROVIDENCIA,13,SpA,CONSTITUCIÓN,2000000,PROVIDENCIA,13
3647497,77520096-0,AlaCanasta SpA,17-01-2022,02-02-2022,02-02-2022,2022,Febrero,QUILICURA,13,SpA,CONSTITUCIÓN,1000000,QUILICURA,13
3679621,77520167-3,SZP Moda Spa,02-02-2022,02-02-2022,02-02-2022,2022,Febrero,SANTIAGO,13,SpA,CONSTITUCIÓN,6000000,PUDAHUEL,13
3633865,77519874-5,Comercializadora y Distribuidora La Casa de Papel SpA,02-02-2022,02-02-2022,02-02-2022,2022,Febrero,SANTO DOMINGO,5,SpA,CONSTITUCIÓN,1000000,SANTO DOMINGO,5
3633006,77520125-8,TRANSPORTES DOÑA FRAN SPA,02-02-2022,02-02-2022,02-02-2022,2022,Febrero,SAN ESTEBAN,5,SpA,CONSTITUCIÓN,7500000,SAN ESTEBAN,5
3677409,77521425-2,Alimentos Manuel Rosales Aramburu E.I.R.L.,01-02-2022,01-02-2022,03-02-2022,2022,Febrero,HUECHURABA,13,EIRL,CONSTITUCIÓN,5000000,HUECHURABA,13
3677438,77520417-6,Premium Motor Bikes Limitada,03-02-2022,03-02-2022,03-02-2022,2022,Febrero,SANTIAGO,13,SRL,CONSTITUCIÓN,20000000,SANTIAGO,13
3679590,77520765-5,SOCIEDAD COMERCIAL WINMAC SPA,03-02-2022,03-02-2022,03-02-2022,2022,Febrero,ANCUD,10,SpA,CONSTITUCIÓN,2000000,ANCUD,10
3681163,77521728-6,ACNG Servicios Integrales SpA,04-02-2022,04-02-2022,04-02-2022,2022,Febrero,DIEGO DE ALMAGRO,3,SpA,CONSTITUCIÓN,6000000,DIEGO DE ALMAGRO,3
3683743,77521986-6,Sauco SpA,04-02-2022,04-02-2022,04-02-2022,2022,Febrero,SANTIAGO,13,SpA,CONSTITUCIÓN,1000000,SANTIAGO,13
3630218,77521646-8,CENTRO DE BELLEZA CLAUDIO ALVARADO ALVARADO E.I.R.L.,04-02-2022,04-02-2022,04-02-2022,2022,Febrero,SANTIAGO,13,EIRL,CONSTITUCIÓN,1000000,SANTIAGO,13
3681939,77521735-9,Soluciones Sion SpA,04-02-2022,04-02-2022,04-02-2022,2022,Febrero,SAN BERNARDO,13,SpA,CONSTITUCIÓN,2000000,SAN BERNARDO,13
3640418,77521826-6,LIBRERIA LA GOMITA LIMITADA,21-01-2022,04-02-2022,04-02-2022,2022,Febrero,LOS ANGELES,8,SRL,CONSTITUCIÓN,10000000,LOS ANGELES,8
3684526,77522137-2,Raúl José Sáez Asesorías y servicios Spa,05-02-2022,05-02-2022,05-02-2022,2022,Febrero,COQUIMBO,4,SpA,CONSTITUCIÓN,1000000,COQUIMBO,4
3684187,77522079-1,SOCIEDAD DE INVERSIONES ANDRIC SpA,05-02-2022,05-02-2022,05-02-2022,2022,Febrero,PUDAHUEL,13,SpA,CONSTITUCIÓN,29666226,PUDAHUEL,13
3672606,77522398-7,Servicios de Estética Elomarzy Jose Pastora Acosta Yanez E.I.R.L.,07-02-2022,07-02-2022,07-02-2022,2022,Febrero,LA FLORIDA,13,EIRL,CONSTITUCIÓN,500000,LA FLORIDA,13
3664356,77522451-7,SOCIEDAD GRAVAS ATACAMA SpA,01-02-2022,07-02-2022,07-02-2022,2022,Febrero,COPIAPO,3,SpA,CONSTITUCIÓN,36000000,COPIAPO,3
3681237,77522769-9,S&G construcciones SpA,07-02-2022,07-02-2022,07-02-2022,2022,Febrero,PROVIDENCIA,13,SpA,CONSTITUCIÓN,2000000,PROVIDENCIA,13
3622323,77522697-8,Tentaciones de Karla SpA,07-02-2022,07-02-2022,07-02-2022,2022,Febrero,RANCAGUA,6,SpA,CONSTITUCIÓN,8000000,RANCAGUA,6
3653454,77523128-9,MASCOSHOP DOS SPA,08-02-2022,08-02-2022,08-02-2022,2022,Febrero,INDEPENDENCIA,13,SpA,CONSTITUCIÓN,12000000,INDEPENDENCIA,13
3688960,77523482-2,salón y centro de eventos espacio W spa,09-02-2022,09-02-2022,09-02-2022,2022,Febrero,TOME,8,SpA,CONSTITUCIÓN,5000000,TOME,8
3673906,77523912-3,TRANSPORTES  DE TRABAJADORE MANUEL FUENTES E.I.R.L.,09-02-2022,09-02-2022,09-02-2022,2022,Febrero,LOS ANGELES,8,EIRL,CONSTITUCIÓN,5000000,LOS ANGELES,8
3690460,77523646-9,YESHUA SPA,09-02-2022,09-02-2022,09-02-2022,2022,Febrero,INDEPENDENCIA,13,SpA,CONSTITUCIÓN,6000000,INDEPENDENCIA,13
3689499,77523449-0,Instalaciones Eléctricas Marcelo Ariel Molineiro Navarrete E.I.R.L.,09-02-2022,09-02-2022,09-02-2022,2022,Febrero,MACHALI,6,EIRL,CONSTITUCIÓN,20000,MACHALI,6
3690049,77524384-8,JFB SPA,10-02-2022,10-02-2022,10-02-2022,2022,Febrero,SANTIAGO,13,SpA,CONSTITUCIÓN,1200000,SANTIAGO,13
3688538,77524305-8,FELINAS BEAUTY SpA,10-02-2022,10-02-2022,10-02-2022,2022,Febrero,TALCAHUANO,8,SpA,CONSTITUCIÓN,3000000,TALCAHUANO,8
3692611,77524304-K,SOCIEDAD COMERCIAL OPAZO Y MERINO LIMITADA,10-02-2022,10-02-2022,10-02-2022,2022,Febrero,PINTO,16,SRL,CONSTITUCIÓN,60000000,PINTO,16
3649675,77524295-7,B&M CUBIERTAS DE CUARZO SPA,10-02-2022,10-02-2022,10-02-2022,2022,Febrero,TEMUCO,9,SpA,CONSTITUCIÓN,2000000,TEMUCO,9
3694190,77525278-2,PELUQUERIA Y ESTETICA BERZAYIT ALFONSO FIGUEROA MARTINEZ  E.I.R.L.,11-02-2022,11-02-2022,11-02-2022,2022,Febrero,SAN PEDRO DE LA PAZ,8,EIRL,CONSTITUCIÓN,1000000,SAN PEDRO DE LA PAZ,8
3692376,77524589-1,EMPRESA DE SERVICIOS DE MAQUINARIA PESADA JARA HNOS SpA,11-02-2022,11-02-2022,11-02-2022,2022,Febrero,PITRUFQUEN,9,SpA,CONSTITUCIÓN,12000000,PITRUFQUEN,9
3676883,77526078-5,SERVICIOS VETERINARIOS Y OTROS SPA,14-02-2022,14-02-2022,14-02-2022,2022,Febrero,ARAUCO,8,SpA,CONSTITUCIÓN,1500000,ARAUCO,8
3697223,77526239-7,Comercial Quitralco SPA,14-02-2022,14-02-2022,14-02-2022,2022,Febrero,PROVIDENCIA,13,SpA,CONSTITUCIÓN,2000000,PROVIDENCIA,13
3680921,77526012-2,MÉNDHEIT ARRIENDO Y SERVICIOS DE MAQUINARIA PESADA SpA,09-02-2022,14-02-2022,14-02-2022,2022,Febrero,SAN PABLO,10,SpA,CONSTITUCIÓN,1000000,SAN PABLO,10
3697276,77526049-1,Inmobiliaria Terra Norte SpA,14-02-2022,14-02-2022,14-02-2022,2022,Febrero,CONCEPCIÓN,8,SpA,CONSTITUCIÓN,10000000,CONCEPCIÓN,8
3697669,77526311-3,Comercial y Distribuidor Torre Fuerte SPA,15-02-2022,15-02-2022,15-02-2022,2022,Febrero,SAN MIGUEL,13,SpA,CONSTITUCIÓN,1000000,SAN MIGUEL,13
3699420,77526632-5,TOPOGRAFIA Y GEOMENSURA MOYA SPA,15-02-2022,15-02-2022,15-02-2022,2022,Febrero,LA SERENA,4,SpA,CONSTITUCIÓN,15000000,LA SERENA,4
3698685,77526836-0,Punto zip spa,16-02-2022,16-02-2022,16-02-2022,2022,Febrero,LAS CONDES,13,SpA,CONSTITUCIÓN,5000000,LAS CONDES,13
3691458,77527249-K,Inmobiliaria e Inversiones Rojas SpA,11-02-2022,16-02-2022,16-02-2022,2022,Febrero,PIRQUE,13,SpA,CONSTITUCIÓN,225000000,PIRQUE,13
3700899,77527069-1,Sociedad Gastronómica Penquista Spa,16-02-2022,16-02-2022,16-02-2022,2022,Febrero,CONCEPCIÓN,8,SpA,CONSTITUCIÓN,1000000,CONCEPCIÓN,8
3692641,77527673-8,MAGIC PADEL LIMITADA,17-02-2022,17-02-2022,17-02-2022,2022,Febrero,SAN BERNARDO,13,SRL,CONSTITUCIÓN,10000000,SAN BERNARDO,13
3696995,77527517-0,GW STUDIOS EBENS ELIONOM SpA,17-02-2022,17-02-2022,17-02-2022,2022,Febrero,LAS CONDES,13,SpA,CONSTITUCIÓN,3000000,LAS CONDES,13
3705643,77528962-7,Skulltores SPA,18-02-2022,18-02-2022,18-02-2022,2022,Febrero,LO ESPEJO,13,SpA,CONSTITUCIÓN,2000000,LO ESPEJO,13
3698841,77528789-6,4 M Contadores Limitada,18-02-2022,18-02-2022,18-02-2022,2022,Febrero,PEÑALOLEN,13,SRL,CONSTITUCIÓN,1500000,PEÑALOLEN,13
3703575,77528168-5,LA FLORESTA SpA,18-02-2022,18-02-2022,18-02-2022,2022,Febrero,PUERTO VARAS,10,SpA,CONSTITUCIÓN,7000000,PUERTO VARAS,10
3704820,77528182-0,Transportes Marcelo Aguirre Rodríguez Empresa Individual de Responsabilidad Limitada,18-02-2022,18-02-2022,18-02-2022,2022,Febrero,ANTOFAGASTA,2,EIRL,CONSTITUCIÓN,1000000,ANTOFAGASTA,2
